event_id,detector_id,track_id,particle,creator_process,entry_time_ns,energy_dep_MeV
1776,EJ309-15,372634,e-,compt,45727.062849,0.256908
1776,EJ309-14,377523,e-,compt,45726.965284,1.155393
1776,EJ309-14,3,gamma,nFissionHP,45726.961080,0.000009
1776,EJ309-15,372636,e-,compt,45727.200584,0.094405
1776,EJ309-15,372635,e-,compt,45727.125742,0.034075
1776,EJ309-15,5,gamma,nFissionHP,45726.959916,0.000040
1776,LaBr3-1,330642,e-,compt,45726.392321,0.551264
1776,LaBr3-1,330643,e-,compt,45726.392321,0.000634
1776,LaBr3-1,330644,e-,compt,45726.392321,0.000045
1776,LaBr3-1,7,gamma,nFissionHP,45726.322247,0.000098
1776,LaBr3-1,330645,e-,compt,45726.392321,0.000065
1776,LaBr3-0,328037,e-,phot,6530654083.897173,0.026907
1776,LaBr3-1,330646,e-,compt,45726.392321,0.000010
1776,LaBr3-0,328038,e-,phot,6530654083.897173,0.000322
1776,LaBr3-1,330647,e-,compt,45726.392321,0.000013
1776,LaBr3-0,328039,e-,phot,6530654083.897173,0.000337
1776,LaBr3-0,328040,e-,phot,6530654083.897173,0.003941
1776,LaBr3-0,328041,e-,phot,6530654083.897173,0.000066
1776,LaBr3-0,328042,e-,phot,6530654083.897173,0.000658
1776,LaBr3-0,328043,e-,phot,6530654083.897173,0.000545
1776,LaBr3-0,328044,e-,phot,6530654083.897173,0.000067
1776,LaBr3-0,328045,e-,phot,6530654083.897173,0.000082
1776,LaBr3-0,328046,e-,phot,6530654083.897173,0.000000
1776,LaBr3-0,328047,e-,phot,6530654083.897173,0.000029
1776,LaBr3-0,328048,e-,phot,6530654083.897173,0.000011
1776,LaBr3-0,328049,e-,phot,6530654083.897173,0.000048
1776,LaBr3-0,328050,e-,phot,6530654083.897173,0.000080
1776,LaBr3-0,328051,e-,phot,6530654083.897173,0.000011
1776,LaBr3-0,328052,e-,phot,6530654083.897173,0.000011
1776,LaBr3-0,328053,e-,phot,6530654083.897173,0.000013
1776,LaBr3-0,328028,gamma,RadioactiveDecay,6530654083.896950,0.000333
1776,LaBr3-1,1388,e-,RadioactiveDecay,48931278926.218010,4.294686
3213,EJ309-5,2207,e-,compt,407177560637.933777,0.012164
3213,EJ309-5,2206,gamma,RadioactiveDecay,407177560637.885498,0.000009
4351,EJ309-3,2661,e-,RadioactiveDecay,2193381604.056098,4.053187
4652,EJ309-13,13737,e-,compt,45726.995888,0.011071
4652,EJ309-13,8,gamma,nFissionHP,45726.945331,0.000014
4652,LaBr3-1,3005,e-,phot,37974675417.561852,0.098795
4652,LaBr3-1,3464,e-,phot,37974675417.561943,0.019978
4652,LaBr3-1,3613,e-,phot,37974675417.562141,0.006395
4652,LaBr3-1,3614,e-,phot,37974675417.562141,0.003238
4652,LaBr3-1,3615,e-,phot,37974675417.562141,0.000691
4652,LaBr3-1,3616,e-,phot,37974675417.562141,0.000068
4652,LaBr3-1,3618,e-,phot,37974675417.562141,0.000047
4652,LaBr3-1,3619,e-,phot,37974675417.562141,0.000509
4652,LaBr3-1,3620,e-,phot,37974675417.562141,0.000088
4652,LaBr3-1,3621,e-,phot,37974675417.562141,0.000066
4652,LaBr3-1,3622,e-,phot,37974675417.562141,0.000063
4652,LaBr3-1,3623,e-,phot,37974675417.562141,0.000066
4652,LaBr3-1,3624,e-,phot,37974675417.562141,0.000010
4652,LaBr3-1,3626,e-,phot,37974675417.562141,0.000060
4652,LaBr3-1,3627,e-,phot,37974675417.562141,0.000080
4652,LaBr3-1,3628,e-,phot,37974675417.562141,0.000030
4652,LaBr3-1,3629,e-,phot,37974675417.562141,0.000045
4652,LaBr3-1,3630,e-,phot,37974675417.562141,0.000013
4652,LaBr3-1,3631,e-,phot,37974675417.562141,0.000013
4652,LaBr3-1,3632,e-,phot,37974675417.562141,0.000013
4652,LaBr3-1,3465,gamma,phot,37974675417.561943,0.000388
4652,LaBr3-1,3466,e-,phot,37974675417.561943,0.001396
4652,LaBr3-1,3467,e-,phot,37974675417.561943,0.000031
4652,LaBr3-1,3468,e-,phot,37974675417.561943,0.000056
4652,LaBr3-1,3006,gamma,phot,37974675417.561852,0.000117
4652,LaBr3-1,3007,e-,phot,37974675417.561852,0.003514
4652,LaBr3-1,3008,e-,phot,37974675417.561852,0.000068
4652,LaBr3-1,3009,e-,phot,37974675417.561852,0.000509
4652,LaBr3-1,3010,e-,phot,37974675417.561852,0.000617
4652,LaBr3-1,3011,e-,phot,37974675417.561852,0.000065
4652,LaBr3-1,3013,e-,phot,37974675417.561852,0.000026
4652,LaBr3-1,3014,e-,phot,37974675417.561852,0.000060
4652,LaBr3-1,3015,e-,phot,37974675417.561852,0.000057
4652,LaBr3-1,3016,e-,phot,37974675417.561852,0.000063
4652,LaBr3-1,3017,e-,phot,37974675417.561852,0.000063
4652,LaBr3-1,3018,e-,phot,37974675417.561852,0.000045
4652,LaBr3-1,3019,e-,phot,37974675417.561852,0.000013
4652,LaBr3-1,3020,e-,phot,37974675417.561852,0.000013
4652,LaBr3-1,3021,e-,phot,37974675417.561852,0.000010
4652,LaBr3-1,3004,gamma,RadioactiveDecay,37974675417.547310,0.000346
4740,EJ309-44,578,e-,RadioactiveDecay,777148302.134331,1.761206
